Instructions,Prompt,Response,text
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",مسئلہ یہ ہے کہ ہم وکٹر ورگاس کے بارے میں کچھ نہیں جانتے سوائے اس کے کہ وہ پڑوس میں سب سے بڑا گیگولو ہے,مسئلہ یہ ہے کہ، ہم وکٹر ورگاس کے بارے میں کچھ نہیں جانتے سوائے اس کے کہ وہ پڑوس میں سب سے بڑا گیگولو ہے۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 مسئلہ یہ ہے کہ ہم وکٹر ورگاس کے بارے میں کچھ نہیں جانتے سوائے اس کے کہ وہ پڑوس میں سب سے بڑا گیگولو ہے [/INST] 
Following is the correct sentence: مسئلہ یہ ہے کہ، ہم وکٹر ورگاس کے بارے میں کچھ نہیں جانتے سوائے اس کے کہ وہ پڑوس میں سب سے بڑا گیگولو ہے۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",ہم جانتے ہیں کہ نینو پیانو بجاتا ہے اور اچھی طرح سے چپ رہتا ہے آپ اسے فیملی پیانو پر ایوارڈ کے ذریعہ دیکھ سکتے ہیں,ہم جانتے ہیں کہ نینو پیانو بجاتا ہے، اور اچھی طرح سے چپ رہتا ہے، آپ اسے فیملی پیانو پر ایوارڈ کے ذریعہ دیکھ سکتے ہیں۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 ہم جانتے ہیں کہ نینو پیانو بجاتا ہے اور اچھی طرح سے چپ رہتا ہے آپ اسے فیملی پیانو پر ایوارڈ کے ذریعہ دیکھ سکتے ہیں [/INST] 
Following is the correct sentence: ہم جانتے ہیں کہ نینو پیانو بجاتا ہے، اور اچھی طرح سے چپ رہتا ہے، آپ اسے فیملی پیانو پر ایوارڈ کے ذریعہ دیکھ سکتے ہیں۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",سنجیدگی سے اگرچہ فلم میں شہر کے کچھ اچھے انداز ہیں مصنف ہدایتکار پیٹر سولیٹ قریب قریب اور ہاتھ سے چلنے والے شاٹس پر بھی زیادہ انحصار کرتے تھے,سنجیدگی سے، اگرچہ فلم میں شہر کے کچھ اچھے انداز ہیں، مصنف ہدایتکار پیٹر سولیٹ قریب قریب اور ہاتھ سے چلنے والے شاٹس پر بھی زیادہ انحصار کرتے تھے۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 سنجیدگی سے اگرچہ فلم میں شہر کے کچھ اچھے انداز ہیں مصنف ہدایتکار پیٹر سولیٹ قریب قریب اور ہاتھ سے چلنے والے شاٹس پر بھی زیادہ انحصار کرتے تھے [/INST] 
Following is the correct sentence: سنجیدگی سے، اگرچہ فلم میں شہر کے کچھ اچھے انداز ہیں، مصنف ہدایتکار پیٹر سولیٹ قریب قریب اور ہاتھ سے چلنے والے شاٹس پر بھی زیادہ انحصار کرتے تھے۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",اگر وکٹر ورگاس واقعی میں ایک عمدہ فلم اور کہانی ہوتے تو پھر ان کرداروں کے لاگو ہونے سے کوئی فرق نہیں پڑتا چاہے وہ لاطینی چینی وغیرہ تھے,اگر وکٹر ورگاس واقعی میں ایک عمدہ فلم اور کہانی ہوتے تو پھر ان کرداروں کے لاگو ہونے سے کوئی فرق نہیں پڑتا چاہے وہ لاطینی، چینی، وغیرہ تھے۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 اگر وکٹر ورگاس واقعی میں ایک عمدہ فلم اور کہانی ہوتے تو پھر ان کرداروں کے لاگو ہونے سے کوئی فرق نہیں پڑتا چاہے وہ لاطینی چینی وغیرہ تھے [/INST] 
Following is the correct sentence: اگر وکٹر ورگاس واقعی میں ایک عمدہ فلم اور کہانی ہوتے تو پھر ان کرداروں کے لاگو ہونے سے کوئی فرق نہیں پڑتا چاہے وہ لاطینی، چینی، وغیرہ تھے۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",پہلے مجھے یقین نہیں تھا شاید میں غلط تھا لیکن اپنی نانی کے ساتھ بات کرنے کے بعد مجھے معلوم تھا کہ اس کے ساتھ میرا مسئلہ جائز تھا,پہلے مجھے یقین نہیں تھا، شاید میں غلط تھا، لیکن اپنی نانی کے ساتھ بات کرنے کے بعد مجھے معلوم تھا کہ اس کے ساتھ میرا مسئلہ جائز تھا۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 پہلے مجھے یقین نہیں تھا شاید میں غلط تھا لیکن اپنی نانی کے ساتھ بات کرنے کے بعد مجھے معلوم تھا کہ اس کے ساتھ میرا مسئلہ جائز تھا [/INST] 
Following is the correct sentence: پہلے مجھے یقین نہیں تھا، شاید میں غلط تھا، لیکن اپنی نانی کے ساتھ بات کرنے کے بعد مجھے معلوم تھا کہ اس کے ساتھ میرا مسئلہ جائز تھا۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",جب فوسٹر نے ڈونلڈ میک سے پوچھا کہ کیا وہ ان کی عدالت کے اختیار کو تسلیم کرتا ہے تو میک اس کی حیثیت میں نہیں کہے,جب فوسٹر نے ڈونلڈ میک سے پوچھا کہ کیا وہ ان کی عدالت کے اختیار کو تسلیم کرتا ہے، تو میک اس کی حیثیت میں نہیں کہے۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 جب فوسٹر نے ڈونلڈ میک سے پوچھا کہ کیا وہ ان کی عدالت کے اختیار کو تسلیم کرتا ہے تو میک اس کی حیثیت میں نہیں کہے [/INST] 
Following is the correct sentence: جب فوسٹر نے ڈونلڈ میک سے پوچھا کہ کیا وہ ان کی عدالت کے اختیار کو تسلیم کرتا ہے، تو میک اس کی حیثیت میں نہیں کہے۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",اور اسے 1980 کی دہائی کے آخر میں اسٹیج پر دیکھا جہاں اس میں قدرے کم مزاج نظر آرہے تھے لیکن پھر بھی زبردست تفریح,اور اسے 1980 کی دہائی کے آخر میں اسٹیج پر دیکھا جہاں اس میں قدرے کم مزاج نظر آرہے تھے لیکن پھر بھی، زبردست تفریح۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 اور اسے 1980 کی دہائی کے آخر میں اسٹیج پر دیکھا جہاں اس میں قدرے کم مزاج نظر آرہے تھے لیکن پھر بھی زبردست تفریح [/INST] 
Following is the correct sentence: اور اسے 1980 کی دہائی کے آخر میں اسٹیج پر دیکھا جہاں اس میں قدرے کم مزاج نظر آرہے تھے لیکن پھر بھی، زبردست تفریح۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",تمام گلوکار اور رقاص بہترین ہیں اور اہم اداکار خاص طور پر ولیمز کو برگر کی طرح سلوک کریں بیورلی ڈی انجیلو جیسے شیلا جان سیویج بطور کلاڈ یادگار ہیں,تمام گلوکار اور رقاص بہترین ہیں، اور اہم اداکار خاص طور پر ولیمز کو برگر کی طرح سلوک کریں، بیورلی ڈی انجیلو جیسے شیلا، جان سیویج بطور کلاڈ یادگار ہیں۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 تمام گلوکار اور رقاص بہترین ہیں اور اہم اداکار خاص طور پر ولیمز کو برگر کی طرح سلوک کریں بیورلی ڈی انجیلو جیسے شیلا جان سیویج بطور کلاڈ یادگار ہیں [/INST] 
Following is the correct sentence: تمام گلوکار اور رقاص بہترین ہیں، اور اہم اداکار خاص طور پر ولیمز کو برگر کی طرح سلوک کریں، بیورلی ڈی انجیلو جیسے شیلا، جان سیویج بطور کلاڈ یادگار ہیں۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",میں اس کا سب سے بڑا کردار سمجھنے میں رابرٹ کمنگز بہت اچھا ہے اور خوبصورت پرسکیلا لین سے پتہ چلتا ہے کہ ان میں بھی بہت زیادہ صلاحیت ہے,میں اس کا سب سے بڑا کردار سمجھنے میں رابرٹ کمنگز بہت اچھا ہے، اور خوبصورت پرسکیلا لین سے پتہ چلتا ہے کہ ان میں بھی بہت زیادہ صلاحیت ہے۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 میں اس کا سب سے بڑا کردار سمجھنے میں رابرٹ کمنگز بہت اچھا ہے اور خوبصورت پرسکیلا لین سے پتہ چلتا ہے کہ ان میں بھی بہت زیادہ صلاحیت ہے [/INST] 
Following is the correct sentence: میں اس کا سب سے بڑا کردار سمجھنے میں رابرٹ کمنگز بہت اچھا ہے، اور خوبصورت پرسکیلا لین سے پتہ چلتا ہے کہ ان میں بھی بہت زیادہ صلاحیت ہے۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",فلم مائیک نسمتھ کی ہے اگر وہ یہ سمجھتے ہیں کہ ہم ابھی پلاسٹک ہیں تو وہ اس وقت تک انتظار کریں جب تک ہم اسے نہیں کرتے ہیں,فلم مائیک نسمتھ کی ہے، اگر وہ یہ سمجھتے ہیں کہ ہم ابھی پلاسٹک ہیں، تو وہ اس وقت تک انتظار کریں جب تک ہم اسے نہیں کرتے ہیں۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 فلم مائیک نسمتھ کی ہے اگر وہ یہ سمجھتے ہیں کہ ہم ابھی پلاسٹک ہیں تو وہ اس وقت تک انتظار کریں جب تک ہم اسے نہیں کرتے ہیں [/INST] 
Following is the correct sentence: فلم مائیک نسمتھ کی ہے، اگر وہ یہ سمجھتے ہیں کہ ہم ابھی پلاسٹک ہیں، تو وہ اس وقت تک انتظار کریں جب تک ہم اسے نہیں کرتے ہیں۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",یقینا یہ ہالی ووڈ کی تمام چیزوں سے گھرا ہوا ہے لیکن میں نے اپنے آپ کو اس فلم میں اصل میں مگن اور نتائج میں بہت دلچسپی پایا ہے,یقینا،، یہ ہالی ووڈ کی تمام چیزوں سے گھرا ہوا ہے، لیکن میں نے اپنے آپ کو اس فلم میں اصل میں مگن اور نتائج میں بہت دلچسپی پایا ہے۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 یقینا یہ ہالی ووڈ کی تمام چیزوں سے گھرا ہوا ہے لیکن میں نے اپنے آپ کو اس فلم میں اصل میں مگن اور نتائج میں بہت دلچسپی پایا ہے [/INST] 
Following is the correct sentence: یقینا،، یہ ہالی ووڈ کی تمام چیزوں سے گھرا ہوا ہے، لیکن میں نے اپنے آپ کو اس فلم میں اصل میں مگن اور نتائج میں بہت دلچسپی پایا ہے۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",لیکن اگرچہ بنن اچھا ہے لیکن اس کا سینٹ جان ناول سے بالکل اتنا ہی دور ہے جتنا کہ یارک کے جین اور سکاٹ روچسٹر,لیکن اگرچہ بنن اچھا ہے، لیکن اس کا سینٹ جان ناول سے بالکل اتنا ہی دور ہے جتنا کہ یارک کے جین اور سکاٹ روچسٹر۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 لیکن اگرچہ بنن اچھا ہے لیکن اس کا سینٹ جان ناول سے بالکل اتنا ہی دور ہے جتنا کہ یارک کے جین اور سکاٹ روچسٹر [/INST] 
Following is the correct sentence: لیکن اگرچہ بنن اچھا ہے، لیکن اس کا سینٹ جان ناول سے بالکل اتنا ہی دور ہے جتنا کہ یارک کے جین اور سکاٹ روچسٹر۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",شاید نوعمروں کو اس سے زیادہ کچھ نہیں ملے گا کوئی بندوقیں تیز کاریں گونگا لائنیں احمقانہ پادنا لطیفے لیکن آپ کے بالغ بچے اسے پسند کریں گے,شاید نوعمروں کو اس سے زیادہ کچھ نہیں ملے گا، کوئی بندوقیں، تیز کاریں، گونگا لائنیں، احمقانہ پادنا لطیفے لیکن آپ کے بالغ بچے اسے پسند کریں گے۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 شاید نوعمروں کو اس سے زیادہ کچھ نہیں ملے گا کوئی بندوقیں تیز کاریں گونگا لائنیں احمقانہ پادنا لطیفے لیکن آپ کے بالغ بچے اسے پسند کریں گے [/INST] 
Following is the correct sentence: شاید نوعمروں کو اس سے زیادہ کچھ نہیں ملے گا، کوئی بندوقیں، تیز کاریں، گونگا لائنیں، احمقانہ پادنا لطیفے لیکن آپ کے بالغ بچے اسے پسند کریں گے۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",جیسن ڈیوڈ مورس اور آندرے براؤگر بہت باصلاحیت اداکار ہیں اسی وجہ سے میں اس پروگرام کی حمایت کرنے کے لئے بہت کوشش کر رہا ہوں,جیسن ڈیوڈ مورس اور آندرے براؤگر بہت باصلاحیت اداکار ہیں، اسی وجہ سے میں اس پروگرام کی حمایت کرنے کے لئے بہت کوشش کر رہا ہوں۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 جیسن ڈیوڈ مورس اور آندرے براؤگر بہت باصلاحیت اداکار ہیں اسی وجہ سے میں اس پروگرام کی حمایت کرنے کے لئے بہت کوشش کر رہا ہوں [/INST] 
Following is the correct sentence: جیسن ڈیوڈ مورس اور آندرے براؤگر بہت باصلاحیت اداکار ہیں، اسی وجہ سے میں اس پروگرام کی حمایت کرنے کے لئے بہت کوشش کر رہا ہوں۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",میں امید کر رہا ہوں کہ اس شو پر سنجیدگی سے نگرانی ہوگی یا اداکاروں کو ایسے نئے پروجیکٹس ملیں گے جو ان کے قابل ہوں,میں امید کر رہا ہوں کہ اس شو پر سنجیدگی سے نگرانی ہوگی، یا اداکاروں کو ایسے نئے پروجیکٹس ملیں گے جو ان کے قابل ہوں۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 میں امید کر رہا ہوں کہ اس شو پر سنجیدگی سے نگرانی ہوگی یا اداکاروں کو ایسے نئے پروجیکٹس ملیں گے جو ان کے قابل ہوں [/INST] 
Following is the correct sentence: میں امید کر رہا ہوں کہ اس شو پر سنجیدگی سے نگرانی ہوگی، یا اداکاروں کو ایسے نئے پروجیکٹس ملیں گے جو ان کے قابل ہوں۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",بعض اوقات اس نے مجھے ذہانت کی یاد دلا دی جبکہ مجموعی طور پر اس نے میری توہین کی لیکن اس کی وجہ سے نہیں,بعض اوقات اس نے مجھے ذہانت کی یاد دلا دی، جبکہ مجموعی طور پر اس نے میری توہین کی، لیکن اس کی وجہ سے نہیں۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 بعض اوقات اس نے مجھے ذہانت کی یاد دلا دی جبکہ مجموعی طور پر اس نے میری توہین کی لیکن اس کی وجہ سے نہیں [/INST] 
Following is the correct sentence: بعض اوقات اس نے مجھے ذہانت کی یاد دلا دی، جبکہ مجموعی طور پر اس نے میری توہین کی، لیکن اس کی وجہ سے نہیں۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",بیرونی دنیا میں اذیت دینے والا اب بھی اس کے گھونگھٹ مارنے اور اس کی پٹائی سے پیار کرنے کی محبت کا معاملہ کر رہا ہے,بیرونی دنیا میں، اذیت دینے والا اب بھی اس کے گھونگھٹ مارنے اور اس کی پٹائی سے پیار کرنے کی محبت کا معاملہ کر رہا ہے۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 بیرونی دنیا میں اذیت دینے والا اب بھی اس کے گھونگھٹ مارنے اور اس کی پٹائی سے پیار کرنے کی محبت کا معاملہ کر رہا ہے [/INST] 
Following is the correct sentence: بیرونی دنیا میں، اذیت دینے والا اب بھی اس کے گھونگھٹ مارنے اور اس کی پٹائی سے پیار کرنے کی محبت کا معاملہ کر رہا ہے۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",کچھ عمدہ پرفارمنس ہیں خاص طور پر جوش ہیملٹن برائے آنرز جیری او کونل سلائیڈر جو جنگ میں تقسیم بھائیوں کا کردار ادا کرتے ہیں,کچھ عمدہ پرفارمنس ہیں، خاص طور پر جوش ہیملٹن برائے آنرز، جیری او کونل سلائیڈر، جو جنگ میں تقسیم بھائیوں کا کردار ادا کرتے ہیں۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 کچھ عمدہ پرفارمنس ہیں خاص طور پر جوش ہیملٹن برائے آنرز جیری او کونل سلائیڈر جو جنگ میں تقسیم بھائیوں کا کردار ادا کرتے ہیں [/INST] 
Following is the correct sentence: کچھ عمدہ پرفارمنس ہیں، خاص طور پر جوش ہیملٹن برائے آنرز، جیری او کونل سلائیڈر، جو جنگ میں تقسیم بھائیوں کا کردار ادا کرتے ہیں۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",سب کے سب یہ ایک طاقتور اور دل دہلا دینے والی فلم ہے جس کی مجھے امید ہے کہ ہر ایک کو تجربہ کرنے کا موقع ملے گا,سب کے سب، یہ ایک طاقتور اور دل دہلا دینے والی فلم ہے جس کی مجھے امید ہے کہ ہر ایک کو تجربہ کرنے کا موقع ملے گا۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 سب کے سب یہ ایک طاقتور اور دل دہلا دینے والی فلم ہے جس کی مجھے امید ہے کہ ہر ایک کو تجربہ کرنے کا موقع ملے گا [/INST] 
Following is the correct sentence: سب کے سب، یہ ایک طاقتور اور دل دہلا دینے والی فلم ہے جس کی مجھے امید ہے کہ ہر ایک کو تجربہ کرنے کا موقع ملے گا۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",میک کولم نے اتفاق سے تیراکی کی اس پول میں پلیکس گلاس دیکھنے کی کھڑکی ہے جبکہ یونان میں اس کی لیڈی محبت کا ایک سائیکو پیچھا کررہا تھا,میک کولم نے اتفاق سے تیراکی کی اس پول میں پلیکس گلاس دیکھنے کی کھڑکی ہے، جبکہ یونان میں اس کی لیڈی محبت کا ایک سائیکو پیچھا کررہا تھا۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 میک کولم نے اتفاق سے تیراکی کی اس پول میں پلیکس گلاس دیکھنے کی کھڑکی ہے جبکہ یونان میں اس کی لیڈی محبت کا ایک سائیکو پیچھا کررہا تھا [/INST] 
Following is the correct sentence: میک کولم نے اتفاق سے تیراکی کی اس پول میں پلیکس گلاس دیکھنے کی کھڑکی ہے، جبکہ یونان میں اس کی لیڈی محبت کا ایک سائیکو پیچھا کررہا تھا۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",اور جب گیری فلم کے اختتام پر گھریلو پارٹی میں کیرن کے ساتھ رقص کرتے ہوئے دیکھتا ہے تو مجھے حقیقت میں اس لڑکے پر افسوس ہوا,اور، جب گیری فلم کے اختتام پر گھریلو پارٹی میں کیرن کے ساتھ رقص کرتے ہوئے دیکھتا ہے تو، مجھے حقیقت میں اس لڑکے پر افسوس ہوا۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 اور جب گیری فلم کے اختتام پر گھریلو پارٹی میں کیرن کے ساتھ رقص کرتے ہوئے دیکھتا ہے تو مجھے حقیقت میں اس لڑکے پر افسوس ہوا [/INST] 
Following is the correct sentence: اور، جب گیری فلم کے اختتام پر گھریلو پارٹی میں کیرن کے ساتھ رقص کرتے ہوئے دیکھتا ہے تو، مجھے حقیقت میں اس لڑکے پر افسوس ہوا۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",ٹرسٹ اور آئی آر آئی ایس سے ہینری فول اور میرا ہارٹلی کا پسندیدہ کوئی بات نہیں ہال کی فلموں کا منفرد برانڈ ایک ذائقہ ہے,ٹرسٹ اور آئی آر آئی ایس سے ہینری فول اور میرا ہارٹلی کا پسندیدہ کوئی بات نہیں، ہال کی فلموں کا منفرد برانڈ ایک ذائقہ ہے۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 ٹرسٹ اور آئی آر آئی ایس سے ہینری فول اور میرا ہارٹلی کا پسندیدہ کوئی بات نہیں ہال کی فلموں کا منفرد برانڈ ایک ذائقہ ہے [/INST] 
Following is the correct sentence: ٹرسٹ اور آئی آر آئی ایس سے ہینری فول اور میرا ہارٹلی کا پسندیدہ کوئی بات نہیں، ہال کی فلموں کا منفرد برانڈ ایک ذائقہ ہے۔ </s>"
"Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. ""،"" ""۔"" These are the punctuations that need to be added",میں ان دستاویزی دستاویزات کو یہاں آنے والے سوالات اور مسائل سے حیران کر رہا ہوں خاص کر اس وجہ سے کہ وہ واقعی دلچسپ سوالات ہیں,میں ان دستاویزی دستاویزات کو یہاں آنے والے سوالات اور مسائل سے حیران کر رہا ہوں، خاص کر اس وجہ سے کہ وہ واقعی دلچسپ سوالات ہیں۔,"<s>[INST] <<SYS>>Add appropriate punctuations and sentence boundaries to the following Urdu text in input. Don't include any kind of html tags and don't truncate the output. Provide the actual input that has been asked. '،' '۔' These are the punctuations that need to be added<</SYS>>
 میں ان دستاویزی دستاویزات کو یہاں آنے والے سوالات اور مسائل سے حیران کر رہا ہوں خاص کر اس وجہ سے کہ وہ واقعی دلچسپ سوالات ہیں [/INST] 
Following is the correct sentence: میں ان دستاویزی دستاویزات کو یہاں آنے والے سوالات اور مسائل سے حیران کر رہا ہوں، خاص کر اس وجہ سے کہ وہ واقعی دلچسپ سوالات ہیں۔ </s>"
